EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 QQ   : global radiation in W/m2
23-27 Q_QQ : Quality code for QQ (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, TORUN (STAID: 2027).
Blended and updated with sources: 240827 912250 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   QQ, Q_QQ
240827,19790101,   11,    0
240827,19790102,   35,    0
240827,19790103,   19,    0
240827,19790104,   43,    0
240827,19790105,   12,    0
240827,19790106,   37,    0
240827,19790107,   40,    0
240827,19790108,   12,    0
240827,19790109,   12,    0
240827,19790110,   15,    0
240827,19790111,   13,    0
240827,19790112,   44,    0
240827,19790113,   13,    0
240827,19790114,   13,    0
240827,19790115,   24,    0
240827,19790116,   14,    0
240827,19790117,   14,    0
240827,19790118,   14,    0
240827,19790119,   15,    0
240827,19790120,   15,    0
240827,19790121,   40,    0
240827,19790122,   15,    0
240827,19790123,   27,    0
240827,19790124,   16,    0
240827,19790125,   27,    0
240827,19790126,   43,    0
240827,19790127,   50,    0
240827,19790128,   17,    0
240827,19790129,   17,    0
240827,19790130,   18,    0
240827,19790131,   18,    0
240827,19790201,   18,    0
240827,19790202,   19,    0
240827,19790203,   60,    0
240827,19790204,   71,    0
240827,19790205,   20,    0
240827,19790206,   35,    0
240827,19790207,   32,    0
240827,19790208,   41,    0
240827,19790209,   60,    0
240827,19790210,   76,    0
240827,19790211,   82,    0
240827,19790212,   50,    0
240827,19790213,   72,    0
240827,19790214,   24,    0
240827,19790215,   24,    0
240827,19790216,   95,    0
240827,19790217,   25,    0
240827,19790218,   26,    0
240827,19790219,   74,    0
240827,19790220,  100,    0
240827,19790221,   45,    0
240827,19790222,   78,    0
240827,19790223,  101,    0
240827,19790224,   59,    0
240827,19790225,   94,    0
240827,19790226,   97,    0
240827,19790227,   74,    0
240827,19790228,  121,    0
240827,19790301,   96,    0
240827,19790302,  124,    0
240827,19790303,   33,    0
240827,19790304,   34,    0
240827,19790305,  121,    0
240827,19790306,   84,    0
240827,19790307,   52,    0
240827,19790308,   36,    0
240827,19790309,  144,    0
240827,19790310,   44,    0
240827,19790311,  128,    0
240827,19790312,   71,    0
240827,19790313,   72,    0
240827,19790314,   52,    0
240827,19790315,   98,    0
240827,19790316,   41,    0
