EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 QQ   : global radiation in W/m2
23-27 Q_QQ : Quality code for QQ (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, HEL (STAID: 205).
Blended and updated with sources: 240832 912135 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   QQ, Q_QQ
240832,19790101,    8,    0
240832,19790102,    8,    0
240832,19790103,    8,    0
240832,19790104,    8,    0
240832,19790105,    8,    0
240832,19790106,   31,    0
240832,19790107,    9,    0
240832,19790108,    9,    0
240832,19790109,    9,    0
240832,19790110,   18,    0
240832,19790111,   18,    0
240832,19790112,    9,    0
240832,19790113,   10,    0
240832,19790114,   10,    0
240832,19790115,   10,    0
240832,19790116,   10,    0
240832,19790117,   10,    0
240832,19790118,   10,    0
240832,19790119,   11,    0
240832,19790120,   28,    0
240832,19790121,   44,    0
240832,19790122,   11,    0
240832,19790123,   11,    0
240832,19790124,   12,    0
240832,19790125,   29,    0
240832,19790126,   12,    0
240832,19790127,   18,    0
240832,19790128,   15,    0
240832,19790129,   16,    0
240832,19790130,   13,    0
240832,19790131,   16,    0
240832,19790201,   14,    0
240832,19790202,   14,    0
240832,19790203,   22,    0
240832,19790204,   61,    0
240832,19790205,   63,    0
240832,19790206,   38,    0
240832,19790207,   34,    0
240832,19790208,   23,    0
240832,19790209,   36,    0
240832,19790210,   80,    0
240832,19790211,   86,    0
240832,19790212,   68,    0
240832,19790213,   61,    0
240832,19790214,   18,    0
240832,19790215,   26,    0
240832,19790216,   95,    0
240832,19790217,   32,    0
240832,19790218,   20,    0
240832,19790219,   64,    0
240832,19790220,   72,    0
240832,19790221,   83,    0
240832,19790222,   21,    0
240832,19790223,   89,    0
240832,19790224,   22,    0
240832,19790225,   98,    0
240832,19790226,   64,    0
240832,19790227,   33,    0
240832,19790228,   76,    0
240832,19790301,   64,    0
240832,19790302,  113,    0
240832,19790303,   25,    0
240832,19790304,   26,    0
240832,19790305,  125,    0
240832,19790306,   99,    0
240832,19790307,   27,    0
