EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 QQ   : global radiation in W/m2
23-27 Q_QQ : Quality code for QQ (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, TERESPOL (STAID: 922).
Blended and updated with sources: 240823 912399 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   QQ, Q_QQ
240823,19790101,   12,    0
240823,19790102,   31,    0
240823,19790103,   35,    0
240823,19790104,   13,    0
240823,19790105,   13,    0
240823,19790106,   13,    0
240823,19790107,   32,    0
240823,19790108,   13,    0
240823,19790109,   13,    0
240823,19790110,   14,    0
240823,19790111,   14,    0
240823,19790112,   14,    0
240823,19790113,   40,    0
240823,19790114,   14,    0
240823,19790115,   15,    0
240823,19790116,   15,    0
240823,19790117,   17,    0
240823,19790118,   19,    0
240823,19790119,   15,    0
240823,19790120,   16,    0
240823,19790121,   52,    0
240823,19790122,   16,    0
240823,19790123,   31,    0
240823,19790124,   17,    0
240823,19790125,   17,    0
240823,19790126,   17,    0
240823,19790127,   31,    0
240823,19790128,   18,    0
240823,19790129,   18,    0
240823,19790130,   19,    0
240823,19790131,   25,    0
240823,19790201,   19,    0
240823,19790202,   20,    0
240823,19790203,   20,    0
240823,19790204,   55,    0
240823,19790205,   52,    0
240823,19790206,   59,    0
240823,19790207,   41,    0
240823,19790208,   56,    0
240823,19790209,   66,    0
240823,19790210,   78,    0
240823,19790211,   90,    0
240823,19790212,   24,    0
240823,19790213,   24,    0
240823,19790214,   25,    0
240823,19790215,   25,    0
240823,19790216,   97,    0
240823,19790217,   26,    0
240823,19790218,   26,    0
240823,19790219,   62,    0
240823,19790220,   63,    0
240823,19790221,  113,    0
240823,19790222,  115,    0
240823,19790223,  115,    0
240823,19790224,  109,    0
240823,19790225,   68,    0
240823,19790226,   61,    0
240823,19790227,  113,    0
240823,19790228,  117,    0
240823,19790301,   94,    0
240823,19790302,   34,    0
240823,19790303,   43,    0
240823,19790304,   67,    0
240823,19790305,   75,    0
240823,19790306,   37,    0
240823,19790307,   37,    0
240823,19790308,   38,    0
240823,19790309,   38,    0
240823,19790310,   39,    0
240823,19790311,   63,    0
