EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 QQ   : global radiation in W/m2
23-27 Q_QQ : Quality code for QQ (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, PLOCK (STAID: 25141).
Blended and updated with sources: 240149 912360 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   QQ, Q_QQ
240149,19790101,   12,    0
240149,19790102,   25,    0
240149,19790103,   12,    0
240149,19790104,   22,    0
240149,19790105,   12,    0
240149,19790106,   13,    0
240149,19790107,   24,    0
240149,19790108,   13,    0
240149,19790109,   13,    0
240149,19790110,   13,    0
240149,19790111,   13,    0
240149,19790112,   40,    0
240149,19790113,   19,    0
240149,19790114,   14,    0
240149,19790115,   14,    0
240149,19790116,   14,    0
240149,19790117,   15,    0
240149,19790118,   15,    0
240149,19790119,   15,    0
240149,19790120,   15,    0
240149,19790121,   39,    0
240149,19790122,   16,    0
240149,19790123,   16,    0
240149,19790124,   16,    0
240149,19790125,   32,    0
240149,19790126,   32,    0
240149,19790127,   48,    0
240149,19790128,   18,    0
240149,19790129,   18,    0
240149,19790130,   18,    0
240149,19790131,   19,    0
240149,19790201,   19,    0
240149,19790202,   19,    0
240149,19790203,   32,    0
240149,19790204,   64,    0
240149,19790205,   20,    0
240149,19790206,   21,    0
240149,19790207,   39,    0
240149,19790208,   22,    0
240149,19790209,   68,    0
240149,19790210,   79,    0
240149,19790211,   85,    0
240149,19790212,   23,    0
240149,19790213,   66,    0
240149,19790214,   24,    0
240149,19790215,   25,    0
240149,19790216,   87,    0
240149,19790217,   26,    0
240149,19790218,   26,    0
240149,19790219,   52,    0
240149,19790220,   81,    0
240149,19790221,   37,    0
240149,19790222,  108,    0
240149,19790223,  102,    0
240149,19790224,   52,    0
240149,19790225,   70,    0
240149,19790226,  104,    0
240149,19790227,   95,    0
240149,19790228,  120,    0
240149,19790301,   71,    0
240149,19790302,  105,    0
240149,19790303,   33,    0
240149,19790304,   38,    0
240149,19790305,   93,    0
240149,19790306,   39,    0
240149,19790307,   69,    0
240149,19790308,   36,    0
240149,19790309,  142,    0
240149,19790310,   37,    0
240149,19790311,  111,    0
240149,19790312,   71,    0
240149,19790313,   92,    0
240149,19790314,   99,    0
240149,19790315,   86,    0
240149,19790316,   41,    0
240149,19790317,   42,    0
240149,19790318,   66,    0
240149,19790319,   43,    0
240149,19790320,  102,    0
240149,19790321,   44,    0
240149,19790322,  135,    0
240149,19790323,  122,    0
240149,19790324,  177,    0
240149,19790325,  174,    0
240149,19790326,   47,    0
240149,19790327,   88,    0
240149,19790328,   48,    0
240149,19790329,   49,    0
240149,19790330,  121,    0
240149,19790331,   50,    0
240149,19790401,   51,    0
240149,19790402,   79,    0
240149,19790403,  183,    0
240149,19790404,  136,    0
240149,19790405,   53,    0
240149,19790406,  121,    0
240149,19790407,   55,    0
240149,19790408,   55,    0
240149,19790409,  216,    0
240149,19790410,  236,    0
240149,19790411,  227,    0
240149,19790412,  230,    0
240149,19790413,  235,    0
240149,19790414,-9999,    9
240149,19790415,  186,    0
240149,19790416,  251,    0
240149,19790417,  170,    0
240149,19790418,  235,    0
240149,19790419,  161,    0
240149,19790420,   62,    0
240149,19790421,   81,    0
240149,19790422,  115,    0
240149,19790423,   82,    0
240149,19790424,  126,    0
240149,19790425,   65,    0
240149,19790426,   75,    0
240149,19790427,   95,    0
240149,19790428,  219,    0
240149,19790429,   99,    0
240149,19790430,   86,    0
240149,19790501,  190,    0
240149,19790502,   89,    0
240149,19790503,   69,    0
240149,19790504,  212,    0
240149,19790505,  225,    0
240149,19790506,  153,    0
240149,19790507,  208,    0
240149,19790508,  298,    0
240149,19790509,  175,    0
240149,19790510,  181,    0
240149,19790511,  284,    0
240149,19790512,  305,    0
240149,19790513,  273,    0
240149,19790514,  297,    0
240149,19790515,  313,    0
240149,19790516,  320,    0
240149,19790517,  314,    0
240149,19790518,  292,    0
240149,19790519,  266,    0
240149,19790520,  201,    0
240149,19790521,  138,    0
240149,19790522,  260,    0
240149,19790523,  309,    0
240149,19790524,  298,    0
240149,19790525,  278,    0
240149,19790526,  195,    0
240149,19790527,  316,    0
240149,19790528,  215,    0
240149,19790529,  335,    0
240149,19790530,  298,    0
240149,19790531,  324,    0
240149,19790601,  294,    0
240149,19790602,  317,    0
240149,19790603,  299,    0
240149,19790604,  335,    0
240149,19790605,  336,    0
240149,19790606,  342,    0
240149,19790607,  313,    0
240149,19790608,  122,    0
240149,19790609,-9999,    9
240149,19790610,  273,    0
240149,19790611,  320,    0
240149,19790612,  115,    0
240149,19790613,  245,    0
240149,19790614,  180,    0
240149,19790615,  235,    0
240149,19790616,  241,    0
240149,19790617,  165,    0
240149,19790618,  288,    0
240149,19790619,  313,    0
240149,19790620,  322,    0
240149,19790621,  299,    0
240149,19790622,   98,    0
240149,19790623,  123,    0
240149,19790624,  332,    0
240149,19790625,  273,    0
240149,19790626,  185,    0
240149,19790627,  248,    0
240149,19790628,  120,    0
240149,19790629,  179,    0
240149,19790630,  213,    0
240149,19790701,  179,    0
240149,19790702,  226,    0
240149,19790703,  321,    0
240149,19790704,  287,    0
240149,19790705,  213,    0
240149,19790706,  124,    0
240149,19790707,  179,    0
240149,19790708,   73,    0
240149,19790709,  110,    0
240149,19790710,   73,    0
240149,19790711,  129,    0
240149,19790712,  117,    0
240149,19790713,  317,    0
240149,19790714,  273,    0
240149,19790715,  230,    0
240149,19790716,  165,    0
240149,19790717,  225,    0
240149,19790718,  151,    0
240149,19790719,  149,    0
240149,19790720,  122,    0
240149,19790721,  144,    0
240149,19790722,  191,    0
240149,19790723,   70,    0
240149,19790724,  167,    0
240149,19790725,  146,    0
240149,19790726,  132,    0
240149,19790727,  231,    0
240149,19790728,  215,    0
240149,19790729,  245,    0
240149,19790730,  130,    0
240149,19790731,  207,    0
240149,19790801,  127,    0
240149,19790802,  278,    0
240149,19790803,  204,    0
240149,19790804,  182,    0
240149,19790805,  199,    0
240149,19790806,  233,    0
240149,19790807,  290,    0
240149,19790808,  209,    0
240149,19790809,   63,    0
240149,19790810,  134,    0
240149,19790811,  147,    0
240149,19790812,  184,    0
240149,19790813,   61,    0
240149,19790814,   61,    0
240149,19790815,  240,    0
240149,19790816,  265,    0
240149,19790817,  270,    0
240149,19790818,  192,    0
240149,19790819,   86,    0
240149,19790820,  115,    0
240149,19790821,  174,    0
240149,19790822,   57,    0
240149,19790823,  132,    0
240149,19790824,   81,    0
240149,19790825,   55,    0
240149,19790826,  183,    0
240149,19790827,  176,    0
240149,19790828,   54,    0
240149,19790829,   99,    0
240149,19790830,   79,    0
240149,19790831,  212,    0
240149,19790901,  177,    0
240149,19790902,  196,    0
240149,19790903,  188,    0
240149,19790904,   83,    0
240149,19790905,  102,    0
240149,19790906,   50,    0
240149,19790907,  206,    0
240149,19790908,   60,    0
240149,19790909,  167,    0
240149,19790910,   48,    0
240149,19790911,  107,    0
240149,19790912,  184,    0
240149,19790913,  183,    0
240149,19790914,  178,    0
240149,19790915,  116,    0
240149,19790916,  151,    0
240149,19790917,   63,    0
240149,19790918,   62,    0
240149,19790919,   95,    0
240149,19790920,  130,    0
240149,19790921,   52,    0
240149,19790922,   41,    0
240149,19790923,   40,    0
240149,19790924,   40,    0
240149,19790925,   39,    0
240149,19790926,  129,    0
240149,19790927,  136,    0
240149,19790928,  141,    0
240149,19790929,  144,    0
240149,19790930,  117,    0
240149,19791001,  138,    0
240149,19791002,  133,    0
240149,19791003,  140,    0
240149,19791004,   90,    0
240149,19791005,  120,    0
240149,19791006,  136,    0
240149,19791007,  136,    0
240149,19791008,  124,    0
240149,19791009,   86,    0
240149,19791010,  122,    0
240149,19791011,  125,    0
240149,19791012,  119,    0
240149,19791013,  118,    0
240149,19791014,  110,    0
240149,19791015,   84,    0
240149,19791016,  105,    0
240149,19791017,   32,    0
240149,19791018,   55,    0
240149,19791019,   26,    0
240149,19791020,   30,    0
240149,19791021,   88,    0
240149,19791022,   69,    0
240149,19791023,  103,    0
240149,19791024,  101,    0
240149,19791025,  103,    0
240149,19791026,   97,    0
240149,19791027,   94,    0
240149,19791028,   64,    0
240149,19791029,   82,    0
240149,19791030,   34,    0
240149,19791031,   21,    0
240149,19791101,   30,    0
240149,19791102,   28,    0
240149,19791103,   82,    0
240149,19791104,   56,    0
240149,19791105,   19,    0
240149,19791106,   36,    0
240149,19791107,   39,    0
240149,19791108,   18,    0
240149,19791109,   18,    0
240149,19791110,   17,    0
240149,19791111,   17,    0
240149,19791112,   28,    0
240149,19791113,   46,    0
240149,19791114,   16,    0
240149,19791115,   25,    0
240149,19791116,   16,    0
240149,19791117,   15,    0
240149,19791118,   15,    0
240149,19791119,   15,    0
240149,19791120,   15,    0
240149,19791121,   14,    0
240149,19791122,   14,    0
240149,19791123,   42,    0
240149,19791124,   14,    0
240149,19791125,   13,    0
240149,19791126,   13,    0
240149,19791127,   13,    0
240149,19791128,   13,    0
240149,19791129,   13,    0
240149,19791130,   13,    0
240149,19791201,   13,    0
240149,19791202,   13,    0
240149,19791203,   36,    0
240149,19791204,   13,    0
240149,19791205,   12,    0
240149,19791206,   22,    0
240149,19791207,   12,    0
240149,19791208,   18,    0
240149,19791209,   12,    0
240149,19791210,   12,    0
240149,19791211,   12,    0
240149,19791212,   40,    0
240149,19791213,   36,    0
240149,19791214,   33,    0
240149,19791215,   12,    0
240149,19791216,   12,    0
240149,19791217,   11,    0
240149,19791218,   15,    0
240149,19791219,   14,    0
240149,19791220,   11,    0
240149,19791221,   11,    0
240149,19791222,   18,    0
240149,19791223,   20,    0
240149,19791224,   11,    0
240149,19791225,   12,    0
