EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 QQ   : global radiation in W/m2
23-27 Q_QQ : Quality code for QQ (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, LESZNO (STAID: 923).
Blended and updated with sources: 240811 912418 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   QQ, Q_QQ
240811,19790101,   22,    0
240811,19790102,   19,    0
240811,19790103,   18,    0
240811,19790104,   13,    0
240811,19790105,   31,    0
240811,19790106,   41,    0
240811,19790107,   45,    0
240811,19790108,   14,    0
240811,19790109,   14,    0
240811,19790110,   36,    0
240811,19790111,   14,    0
240811,19790112,   15,    0
240811,19790113,   27,    0
240811,19790114,   29,    0
240811,19790115,   15,    0
240811,19790116,   16,    0
240811,19790117,   16,    0
240811,19790118,   16,    0
240811,19790119,   16,    0
240811,19790120,   16,    0
240811,19790121,   20,    0
240811,19790122,   17,    0
240811,19790123,   17,    0
240811,19790124,   18,    0
240811,19790125,   63,    0
240811,19790126,   36,    0
240811,19790127,   41,    0
240811,19790128,   19,    0
240811,19790129,   19,    0
240811,19790130,   20,    0
240811,19790131,   20,    0
240811,19790201,   30,    0
240811,19790202,   21,    0
240811,19790203,   61,    0
240811,19790204,   68,    0
240811,19790205,   61,    0
240811,19790206,   22,    0
240811,19790207,   66,    0
240811,19790208,   41,    0
240811,19790209,   86,    0
240811,19790210,   70,    0
240811,19790211,   78,    0
240811,19790212,   25,    0
240811,19790213,   35,    0
240811,19790214,   26,    0
240811,19790215,   26,    0
240811,19790216,   42,    0
240811,19790217,   27,    0
240811,19790218,   28,    0
240811,19790219,   34,    0
