SOUID,DATE,HU,Q_HU
237925,2017-01-01,85,0
237925,2017-01-02,95,0
237925,2017-01-03,91,0
237925,2017-01-04,91,0
237925,2017-01-05,93,0
237925,2017-01-06,80,0
237925,2017-01-07,80,0
237925,2017-01-08,77,0
237925,2017-01-09,76,0
237925,2017-01-10,81,0
237925,2017-01-11,78,0
237925,2017-01-12,93,0
237925,2017-01-13,85,0
237925,2017-01-14,90,0
237925,2017-01-15,90,0
237925,2017-01-16,91,0
237925,2017-01-17,92,0
237925,2017-01-18,83,0
237925,2017-01-19,87,0
237925,2017-01-20,94,0
237925,2017-01-21,98,0
237925,2017-01-22,83,0
237925,2017-01-23,81,0
237925,2017-01-24,95,0
237925,2017-01-25,99,0
237925,2017-01-26,91,0
237925,2017-01-27,69,0
237925,2017-01-28,74,0
237925,2017-01-29,82,0
237925,2017-01-30,64,0
237925,2017-01-31,88,0
237925,2017-02-01,91,0
237925,2017-02-02,99,0
237925,2017-02-03,99,0
237925,2017-02-04,97,0
237925,2017-02-05,98,0
237925,2017-02-06,92,0
237925,2017-02-07,93,0
237925,2017-02-08,87,0
237925,2017-02-09,87,0
237925,2017-02-10,86,0
237925,2017-02-11,88,0
237925,2017-02-12,83,0
237925,2017-02-13,91,0
237925,2017-02-14,91,0
237925,2017-02-15,85,0
237925,2017-02-16,73,0
237925,2017-02-17,90,0
237925,2017-02-18,96,0
237925,2017-02-19,97,0
237925,2017-02-20,86,0
237925,2017-02-21,95,0
237925,2017-02-22,91,0
237925,2017-02-23,97,0
237925,2017-02-24,64,0
237925,2017-02-25,86,0
237925,2017-02-26,59,0
237925,2017-02-27,47,0
237925,2017-02-28,67,0
237925,2017-03-01,77,0
237925,2017-03-02,67,0
237925,2017-03-03,67,0
237925,2017-03-04,61,0
237925,2017-03-05,59,0
237925,2017-03-06,88,0
237925,2017-03-07,88,0
237925,2017-03-08,75,0
237925,2017-03-09,88,0
237925,2017-03-10,87,0
237925,2017-03-11,82,0
237925,2017-03-12,73,0
237925,2017-03-13,80,0
237925,2017-03-14,80,0
237925,2017-03-15,68,0
237925,2017-03-16,72,0
237925,2017-03-17,74,0
237925,2017-03-18,85,0
237925,2017-03-19,75,0
237925,2017-03-20,85,0
237925,2017-03-21,81,0
237925,2017-03-22,93,0
237925,2017-03-23,96,0
237925,2017-03-24,83,0
237925,2017-03-25,75,0
237925,2017-03-26,83,0
237925,2017-03-27,69,0
237925,2017-03-28,64,0
237925,2017-03-29,67,0
237925,2017-03-30,83,0
237925,2017-03-31,73,0
237925,2017-04-01,59,0
237925,2017-04-02,52,0
237925,2017-04-03,88,0
237925,2017-04-04,69,0
237925,2017-04-05,84,0
237925,2017-04-06,80,0
237925,2017-04-07,92,0
237925,2017-04-08,83,0
237925,2017-04-09,78,0
237925,2017-04-10,57,0
237925,2017-04-11,68,0
237925,2017-04-12,77,0
237925,2017-04-13,82,0
237925,2017-04-14,67,0
237925,2017-04-15,70,0
237925,2017-04-16,76,0
237925,2017-04-17,83,0
237925,2017-04-18,89,0
237925,2017-04-19,81,0
237925,2017-04-20,65,0
237925,2017-04-21,70,0
237925,2017-04-22,72,0
237925,2017-04-23,75,0
237925,2017-04-24,66,0
237925,2017-04-25,63,0
237925,2017-04-26,92,0
237925,2017-04-27,95,0
237925,2017-04-28,97,0
237925,2017-04-29,79,0
237925,2017-04-30,65,0
237925,2017-05-01,67,0
237925,2017-05-02,83,0
237925,2017-05-03,88,0
237925,2017-05-04,93,0
237925,2017-05-05,88,0
237925,2017-05-06,98,0
237925,2017-05-07,91,0
237925,2017-05-08,77,0
237925,2017-05-09,79,0
237925,2017-05-10,69,0
237925,2017-05-11,55,0
237925,2017-05-12,80,0
237925,2017-05-13,81,0
237925,2017-05-14,63,0
237925,2017-05-15,92,0
237925,2017-05-16,71,0
237925,2017-05-17,58,0
237925,2017-05-18,52,0
237925,2017-05-19,55,0
237925,2017-05-20,79,0
237925,2017-05-21,67,0
237925,2017-05-22,65,0
237925,2017-05-23,71,0
237925,2017-05-24,87,0
237925,2017-05-25,79,0
237925,2017-05-26,71,0
237925,2017-05-27,72,0
237925,2017-05-28,59,0
237925,2017-05-29,48,0
237925,2017-05-30,71,0
237925,2017-05-31,80,0
237925,2017-06-01,55,0
237925,2017-06-02,54,0
237925,2017-06-03,50,0
237925,2017-06-04,63,0
237925,2017-06-05,70,0
237925,2017-06-06,72,0
237925,2017-06-07,61,0
237925,2017-06-08,61,0
237925,2017-06-09,53,0
237925,2017-06-10,79,0
237925,2017-06-11,69,0
237925,2017-06-12,64,0
237925,2017-06-13,66,0
237925,2017-06-14,65,0
237925,2017-06-15,71,0
237925,2017-06-16,87,0
237925,2017-06-17,89,0
237925,2017-06-18,73,0
237925,2017-06-19,68,0
237925,2017-06-20,65,0
237925,2017-06-21,54,0
237925,2017-06-22,59,0
237925,2017-06-23,81,0
237925,2017-06-24,69,0
237925,2017-06-25,56,0
237925,2017-06-26,72,0
237925,2017-06-27,64,0
237925,2017-06-28,63,0
237925,2017-06-29,58,0
237925,2017-06-30,62,0
237925,2017-07-01,63,0
237925,2017-07-02,84,0
237925,2017-07-03,65,0
237925,2017-07-04,63,0
237925,2017-07-05,64,0
237925,2017-07-06,66,0
237925,2017-07-07,70,0
237925,2017-07-08,90,0
237925,2017-07-09,73,0
237925,2017-07-10,70,0
237925,2017-07-11,86,0
237925,2017-07-12,81,0
237925,2017-07-13,76,0
237925,2017-07-14,65,0
237925,2017-07-15,89,0
237925,2017-07-16,70,0
237925,2017-07-17,75,0
237925,2017-07-18,64,0
237925,2017-07-19,72,0
