EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, RACIBORZ (STAID: 928).
Blended and updated with sources: 107326 912540 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
107326,19790101,    0,    0
107326,19790102,   16,    0
107326,19790103,    0,    0
107326,19790104,   15,    0
107326,19790105,    0,    0
107326,19790106,    3,    0
107326,19790107,    0,    0
107326,19790108,    0,    0
107326,19790109,    0,    0
107326,19790110,   16,    0
107326,19790111,    0,    0
107326,19790112,    0,    0
107326,19790113,    0,    0
107326,19790114,   17,    0
107326,19790115,    0,    0
107326,19790116,   37,    0
107326,19790117,    0,    0
107326,19790118,   11,    0
107326,19790119,    0,    0
107326,19790120,   45,    0
107326,19790121,    0,    0
107326,19790122,    1,    0
107326,19790123,    0,    0
107326,19790124,  112,    0
107326,19790125,    0,    0
107326,19790126,    0,    0
107326,19790127,    0,    0
107326,19790128,   65,    0
107326,19790129,    0,    0
107326,19790130,    5,    0
107326,19790131,    0,    0
107326,19790201,    0,    0
107326,19790202,    0,    0
107326,19790203,    0,    0
107326,19790204,    0,    0
107326,19790205,   21,    0
107326,19790206,    0,    0
107326,19790207,    0,    0
107326,19790208,    0,    0
107326,19790209,    0,    0
107326,19790210,    0,    0
107326,19790211,   22,    0
107326,19790212,    0,    0
107326,19790213,    0,    0
107326,19790214,    0,    0
107326,19790215,   55,    0
107326,19790216,    0,    0
107326,19790217,   15,    0
107326,19790218,    0,    0
107326,19790219,    0,    0
107326,19790220,    0,    0
107326,19790221,    2,    0
107326,19790222,    0,    0
107326,19790223,    0,    0
107326,19790224,    0,    0
107326,19790225,   12,    0
107326,19790226,    0,    0
107326,19790227,    1,    0
107326,19790228,    0,    0
107326,19790301,    4,    0
107326,19790302,    0,    0
107326,19790303,    0,    0
107326,19790304,    0,    0
107326,19790305,    5,    0
107326,19790306,    0,    0
107326,19790307,  121,    0
107326,19790308,    0,    0
107326,19790309,    1,    0
107326,19790310,    0,    0
107326,19790311,    3,    0
107326,19790312,    0,    0
107326,19790313,    9,    0
107326,19790314,    0,    0
107326,19790315,    0,    0
107326,19790316,    0,    0
107326,19790317,   29,    0
107326,19790318,    0,    0
107326,19790319,    0,    0
107326,19790320,    0,    0
107326,19790321,    3,    0
107326,19790322,    0,    0
107326,19790323,    0,    0
107326,19790324,    0,    0
107326,19790325,    0,    0
107326,19790326,    0,    0
107326,19790327,   57,    0
107326,19790328,    0,    0
107326,19790329,   58,    0
107326,19790330,    0,    0
107326,19790331,   42,    0
107326,19790401,    0,    0
107326,19790402,    0,    0
107326,19790403,    0,    0
107326,19790404,    1,    0
107326,19790405,    0,    0
107326,19790406,  133,    0
107326,19790407,    0,    0
107326,19790408,   16,    0
107326,19790409,    0,    0
107326,19790410,    0,    0
107326,19790411,    0,    0
107326,19790412,    0,    0
107326,19790413,    0,    0
107326,19790414,    0,    0
107326,19790415,    0,    0
107326,19790416,    0,    0
107326,19790417,    0,    0
107326,19790418,    3,    0
107326,19790419,    0,    0
107326,19790420,    0,    0
107326,19790421,    0,    0
107326,19790422,    0,    0
107326,19790423,    0,    0
107326,19790424,    3,    0
107326,19790425,    0,    0
107326,19790426,   84,    0
107326,19790427,    0,    0
107326,19790428,   56,    0
107326,19790429,    0,    0
107326,19790430,   18,    0
107326,19790501,    0,    0
107326,19790502,  111,    0
107326,19790503,    0,    0
107326,19790504,    0,    0
107326,19790505,    0,    0
107326,19790506,    0,    0
107326,19790507,    0,    0
107326,19790508,    0,    0
107326,19790509,    0,    0
107326,19790510,    0,    0
107326,19790511,    0,    0
107326,19790512,    0,    0
107326,19790513,    0,    0
107326,19790514,    0,    0
107326,19790515,    0,    0
107326,19790516,    0,    0
107326,19790517,    0,    0
107326,19790518,    0,    0
