EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 PP   : sea level pressure in 0.1 hPa
23-27 Q_PP : Quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, HEL (STAID: 205).
Blended and updated with sources: 107335 912135 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   PP, Q_PP
107335,19790101,    0,    1
107335,19790102,10042,    0
107335,19790103,    0,    1
107335,19790104,10085,    0
107335,19790105,    0,    1
107335,19790106,10267,    0
107335,19790107,    0,    1
107335,19790108,10148,    0
107335,19790109,    0,    1
107335,19790110, 9999,    0
107335,19790111,    0,    1
107335,19790112, 9917,    0
107335,19790113,    0,    1
107335,19790114,10174,    0
107335,19790115,    0,    1
107335,19790116,10287,    0
107335,19790117,    0,    1
107335,19790118,10352,    0
107335,19790119,    0,    1
107335,19790120,10341,    0
107335,19790121,    0,    1
107335,19790122,10262,    0
107335,19790123,    0,    1
107335,19790124,10006,    0
107335,19790125,    0,    1
107335,19790126, 9997,    0
107335,19790127,    0,    1
107335,19790128,10026,    0
107335,19790129,    0,    1
107335,19790130,10003,    0
107335,19790131,    0,    1
107335,19790201,10003,    0
107335,19790202,    0,    1
107335,19790203, 9947,    0
107335,19790204,    0,    1
107335,19790205,10015,    0
107335,19790206,    0,    1
107335,19790207,10133,    0
107335,19790208,    0,    1
107335,19790209, 9975,    0
107335,19790210,    0,    1
107335,19790211,10093,    0
107335,19790212,    0,    1
107335,19790213, 9985,    0
107335,19790214,-9999,    9
107335,19790215,10203,    0
107335,19790216,    0,    1
107335,19790217,10383,    0
107335,19790218,    0,    1
107335,19790219,10337,    0
107335,19790220,    0,    1
107335,19790221,10382,    0
107335,19790222,    0,    1
107335,19790223,10269,    0
107335,19790224,    0,    1
107335,19790225,10338,    0
107335,19790226,    0,    1
107335,19790227,10204,    0
107335,19790228,    0,    1
107335,19790301,10128,    0
107335,19790302,    0,    1
107335,19790303,10188,    0
107335,19790304,    0,    1
107335,19790305,10262,    0
107335,19790306,    0,    1
107335,19790307,10159,    0
107335,19790308,    0,    1
107335,19790309,10140,    0
107335,19790310,    0,    1
107335,19790311,10078,    0
107335,19790312,    0,    1
107335,19790313, 9982,    0
107335,19790314,    0,    1
107335,19790315,10138,    0
107335,19790316,    0,    1
107335,19790317, 9947,    0
107335,19790318,    0,    1
107335,19790319,10071,    0
107335,19790320,    0,    1
107335,19790321,10007,    0
107335,19790322,    0,    1
107335,19790323,10111,    0
107335,19790324,    0,    1
107335,19790325,10182,    0
107335,19790326,    0,    1
107335,19790327,10000,    0
107335,19790328,    0,    1
107335,19790329,10000,    0
107335,19790330,    0,    1
107335,19790331, 9982,    0
107335,19790401,    0,    1
107335,19790402,10018,    0
107335,19790403,    0,    1
107335,19790404,10082,    0
107335,19790405,    0,    1
107335,19790406,10149,    0
107335,19790407,    0,    1
107335,19790408,10220,    0
107335,19790409,    0,    1
107335,19790410,10231,    0
107335,19790411,    0,    1
107335,19790412,10205,    0
107335,19790413,    0,    1
107335,19790414,10166,    0
107335,19790415,    0,    1
107335,19790416,10298,    0
107335,19790417,    0,    1
107335,19790418,10255,    0
107335,19790419,    0,    1
107335,19790420,10177,    0
107335,19790421,    0,    1
107335,19790422,10072,    0
107335,19790423,    0,    1
107335,19790424, 9999,    0
107335,19790425,    0,    1
107335,19790426,10124,    0
107335,19790427,    0,    1
107335,19790428,10158,    0
107335,19790429,    0,    1
107335,19790430, 9962,    0
107335,19790501,    0,    1
107335,19790502,10018,    0
107335,19790503,    0,    1
107335,19790504,10153,    0
107335,19790505,    0,    1
107335,19790506,10197,    0
107335,19790507,    0,    1
107335,19790508,10267,    0
107335,19790509,    0,    1
107335,19790510,10201,    0
107335,19790511,    0,    1
107335,19790512,10287,    0
107335,19790513,    0,    1
107335,19790514,10292,    0
107335,19790515,    0,    1
107335,19790516,10158,    0
107335,19790517,    0,    1
107335,19790518,10139,    0
107335,19790519,    0,    1
107335,19790520,10251,    0
107335,19790521,    0,    1
107335,19790522,10179,    0
107335,19790523,    0,    1
107335,19790524,10102,    0
107335,19790525,    0,    1
107335,19790526,10196,    0
107335,19790527,    0,    1
107335,19790528,10132,    0
107335,19790529,    0,    1
107335,19790530,10256,    0
107335,19790531,    0,    1
107335,19790601,10267,    0
107335,19790602,    0,    1
107335,19790603,10306,    0
107335,19790604,    0,    1
107335,19790605,10221,    0
107335,19790606,    0,    1
107335,19790607,10170,    0
107335,19790608,    0,    1
107335,19790609,10141,    0
107335,19790610,    0,    1
107335,19790611,10232,    0
107335,19790612,    0,    1
107335,19790613,10107,    0
107335,19790614,    0,    1
107335,19790615,10070,    0
107335,19790616,    0,    1
107335,19790617,10158,    0
107335,19790618,    0,    1
107335,19790619,10230,    0
107335,19790620,    0,    1
107335,19790621,10201,    0
107335,19790622,    0,    1
107335,19790623,10176,    0
107335,19790624,    0,    1
107335,19790625,10149,    0
107335,19790626,    0,    1
107335,19790627,10175,    0
107335,19790628,    0,    1
107335,19790629,10133,    0
107335,19790630,    0,    1
107335,19790701,10119,    0
107335,19790702,    0,    1
107335,19790703,10191,    0
107335,19790704,    0,    1
107335,19790705,10200,    0
107335,19790706,    0,    1
107335,19790707,10085,    0
107335,19790708,    0,    1
107335,19790709,10054,    0
107335,19790710,    0,    1
107335,19790711,10177,    0
107335,19790712,    0,    1
107335,19790713,10184,    0
107335,19790714,    0,    1
107335,19790715,10173,    0
107335,19790716,    0,    1
107335,19790717,10115,    0
107335,19790718,    0,    1
107335,19790719,10022,    0
107335,19790720,    0,    1
107335,19790721,10074,    0
107335,19790722,    0,    1
107335,19790723,10118,    0
107335,19790724,    0,    1
107335,19790725,10128,    0
107335,19790726,    0,    1
107335,19790727,10174,    0
107335,19790728,    0,    1
107335,19790729,10144,    0
107335,19790730,    0,    1
107335,19790731,10059,    0
107335,19790801,    0,    1
107335,19790802,10064,    0
107335,19790803,    0,    1
107335,19790804,10159,    0
107335,19790805,    0,    1
107335,19790806,10180,    0
107335,19790807,    0,    1
107335,19790808,10114,    0
107335,19790809,    0,    1
107335,19790810,10042,    0
107335,19790811,    0,    1
107335,19790812,10184,    0
107335,19790813,    0,    1
107335,19790814,10174,    0
107335,19790815,    0,    1
107335,19790816,10177,    0
107335,19790817,    0,    1
107335,19790818,10168,    0
107335,19790819,    0,    1
107335,19790820,10112,    0
107335,19790821,    0,    1
107335,19790822,10134,    0
107335,19790823,    0,    1
107335,19790824,10112,    0
107335,19790825,    0,    1
107335,19790826,10008,    0
107335,19790827,    0,    1
107335,19790828,10084,    0
107335,19790829,    0,    1
107335,19790830,10224,    0
107335,19790831,    0,    1
107335,19790901,10212,    0
107335,19790902,    0,    1
107335,19790903,10146,    0
107335,19790904,    0,    1
107335,19790905,10205,    0
107335,19790906,    0,    1
107335,19790907,10215,    0
107335,19790908,    0,    1
107335,19790909,10197,    0
107335,19790910,    0,    1
107335,19790911,10134,    0
107335,19790912,    0,    1
107335,19790913,10122,    0
107335,19790914,    0,    1
107335,19790915,10064,    0
107335,19790916,    0,    1
107335,19790917,10113,    0
107335,19790918,    0,    1
107335,19790919,10104,    0
107335,19790920,    0,    1
107335,19790921,10103,    0
107335,19790922,    0,    1
107335,19790923,10190,    0
107335,19790924,    0,    1
107335,19790925,10148,    0
107335,19790926,    0,    1
107335,19790927,10205,    0
107335,19790928,    0,    1
107335,19790929,10251,    0
107335,19790930,    0,    1
107335,19791001,10269,    0
107335,19791002,    0,    1
107335,19791003,10322,    0
107335,19791004,    0,    1
107335,19791005,10182,    0
107335,19791006,    0,    1
107335,19791007,10282,    0
107335,19791008,    0,    1
107335,19791009,10210,    0
107335,19791010,    0,    1
107335,19791011,10112,    0
107335,19791012,    0,    1
107335,19791013,10053,    0
107335,19791014,    0,    1
107335,19791015,10034,    0
107335,19791016,    0,    1
107335,19791017,10146,    0
107335,19791018,    0,    1
107335,19791019,10195,    0
107335,19791020,    0,    1
107335,19791021,10205,    0
107335,19791022,    0,    1
107335,19791023,10318,    0
107335,19791024,    0,    1
107335,19791025,10378,    0
107335,19791026,    0,    1
107335,19791027,10272,    0
107335,19791028,    0,    1
107335,19791029,10209,    0
107335,19791030,    0,    1
107335,19791031,10241,    0
107335,19791101,    0,    1
107335,19791102,10244,    0
107335,19791103,    0,    1
107335,19791104,10214,    0
107335,19791105,    0,    1
107335,19791106, 9905,    0
107335,19791107,    0,    1
107335,19791108, 9976,    0
107335,19791109,    0,    1
107335,19791110,10117,    0
107335,19791111,    0,    1
107335,19791112,10170,    0
107335,19791113,    0,    1
107335,19791114,10088,    0
107335,19791115,    0,    1
107335,19791116,10010,    0
107335,19791117,    0,    1
107335,19791118,10140,    0
107335,19791119,    0,    1
107335,19791120,10191,    0
107335,19791121,    0,    1
107335,19791122,10268,    0
107335,19791123,    0,    1
107335,19791124,10166,    0
107335,19791125,    0,    1
107335,19791126,10114,    0
107335,19791127,    0,    1
107335,19791128,10201,    0
107335,19791129,    0,    1
107335,19791130,10055,    0
107335,19791201,    0,    1
107335,19791202,10151,    0
107335,19791203,    0,    1
107335,19791204,10187,    0
107335,19791205,    0,    1
107335,19791206,10087,    0
107335,19791207,    0,    1
107335,19791208,10104,    0
107335,19791209,    0,    1
107335,19791210, 9882,    0
107335,19791211,    0,    1
107335,19791212,10072,    0
107335,19791213,    0,    1
107335,19791214,10173,    0
107335,19791215,    0,    1
107335,19791216, 9945,    0
107335,19791217,    0,    1
107335,19791218, 9964,    0
107335,19791219,    0,    1
107335,19791220,10134,    0
107335,19791221,    0,    1
107335,19791222,10220,    0
107335,19791223,    0,    1
107335,19791224,10198,    0
107335,19791225,    0,    1
107335,19791226,10295,    0
107335,19791227,    0,    1
107335,19791228,10144,    0
107335,19791229,    0,    1
107335,19791230, 9977,    0
107335,19791231,    0,    1
107335,19800101, 9977,    0
912135,19800102,10021,    0
107335,19800103,10109,    0
912135,19800104,10165,    0
107335,19800105,10156,    0
912135,19800106,10167,    0
107335,19800107,10212,    0
912135,19800108,10271,    0
107335,19800109,10298,    0
912135,19800110,10332,    0
107335,19800111,10404,    0
912135,19800112,10448,    0
107335,19800113,10369,    0
912135,19800114,10214,    0
107335,19800115,10111,    0
912135,19800116,10140,    0
107335,19800117,10216,    0
912135,19800118,10202,    0
107335,19800119,10223,    0
912135,19800120,10238,    0
107335,19800121,10241,    0
912135,19800122,10140,    0
107335,19800123,10056,    0
912135,19800124,10055,    0
107335,19800125,10100,    0
912135,19800126,10111,    0
107335,19800127,10119,    0
912135,19800128,10235,    0
107335,19800129,10191,    0
912135,19800130,10042,    0
107335,19800131, 9911,    0
912135,19800201, 9882,    0
107335,19800202,10095,    0
912135,19800203,10012,    0
107335,19800204,10081,    0
912135,19800205,10110,    0
107335,19800206,10124,    0
912135,19800207,10187,    0
107335,19800208,10195,    0
912135,19800209,10249,    0
107335,19800210,10180,    0
912135,19800211,10150,    0
107335,19800212,10208,    0
912135,19800213,10281,    0
107335,19800214,10248,    0
912135,19800215,10220,    0
107335,19800216,10137,    0
912135,19800217,10201,    0
107335,19800218,10325,    0
912135,19800219,10361,    0
107335,19800220,10362,    0
912135,19800221,10354,    0
107335,19800222,10376,    0
912135,19800223,10402,    0
107335,19800224,10412,    0
912135,19800225,10342,    0
107335,19800226,10321,    0
912135,19800227,10334,    0
107335,19800228,10310,    0
912135,19800229,10154,    0
107335,19800301,10035,    0
912135,19800302,10004,    0
107335,19800303,10006,    0
912135,19800304,10102,    0
107335,19800305,10204,    0
912135,19800306,10119,    0
107335,19800307,10004,    0
912135,19800308,10035,    0
107335,19800309,10103,    0
912135,19800310,10184,    0
107335,19800311,10202,    0
912135,19800312,10232,    0
107335,19800313,10244,    0
912135,19800314,10274,    0
107335,19800315,10297,    0
912135,19800316,10283,    0
107335,19800317,10245,    0
912135,19800318,10252,    0
107335,19800319,10294,    0
912135,19800320,10196,    0
107335,19800321,10137,    0
912135,19800322,10180,    0
107335,19800323,10218,    0
912135,19800324,10221,    0
107335,19800325,10198,    0
912135,19800326,10172,    0
107335,19800327,10134,    0
912135,19800328,10085,    0
107335,19800329,10038,    0
912135,19800330,10050,    0
107335,19800331,10106,    0
912135,19800401,10115,    0
107335,19800402,10064,    0
912135,19800403,10086,    0
107335,19800404,10206,    0
912135,19800405,10271,    0
107335,19800406,10314,    0
912135,19800407,10237,    0
107335,19800408,10086,    0
912135,19800409,10085,    0
107335,19800410,10150,    0
912135,19800411,10184,    0
107335,19800412,10236,    0
912135,19800413,10268,    0
107335,19800414,10257,    0
912135,19800415,10258,    0
107335,19800416,10256,    0
912135,19800417,10168,    0
107335,19800418,10014,    0
912135,19800419, 9791,    0
107335,19800420, 9889,    0
912135,19800421,10112,    0
107335,19800422,10176,    0
912135,19800423,10101,    0
107335,19800424,10066,    0
912135,19800425,10098,    0
107335,19800426,10150,    0
912135,19800427,10153,    0
107335,19800428,10162,    0
912135,19800429,10167,    0
107335,19800430,10207,    0
912135,19800501,10208,    0
107335,19800502,10206,    0
912135,19800503,10201,    0
107335,19800504,10148,    0
912135,19800505,10102,    0
107335,19800506,10129,    0
912135,19800507,10088,    0
107335,19800508,10061,    0
912135,19800509,10154,    0
107335,19800510,10278,    0
912135,19800511,10314,    0
107335,19800512,10323,    0
912135,19800513,10306,    0
107335,19800514,10320,    0
912135,19800515,10302,    0
107335,19800516,10235,    0
912135,19800517,10205,    0
107335,19800518,10184,    0
912135,19800519,10174,    0
107335,19800520,10175,    0
912135,19800521,10168,    0
107335,19800522,10197,    0
912135,19800523,10168,    0
107335,19800524,10111,    0
912135,19800525,10118,    0
107335,19800526,10129,    0
912135,19800527,10154,    0
107335,19800528,10101,    0
912135,19800529,10034,    0
107335,19800530,10022,    0
912135,19800531,10055,    0
107335,19800601,10009,    0
912135,19800602,10020,    0
107335,19800603,10116,    0
912135,19800604,10163,    0
107335,19800605,10151,    0
912135,19800606,10148,    0
107335,19800607,10122,    0
912135,19800608,10134,    0
107335,19800609,10145,    0
912135,19800610,10120,    0
107335,19800611,10064,    0
912135,19800612,10107,    0
107335,19800613,10221,    0
912135,19800614,10223,    0
107335,19800615,10125,    0
912135,19800616,10087,    0
107335,19800617,10126,    0
912135,19800618,10093,    0
107335,19800619,10095,    0
912135,19800620,10082,    0
107335,19800621,10121,    0
912135,19800622,10084,    0
107335,19800623,10087,    0
912135,19800624,10077,    0
107335,19800625,10054,    0
912135,19800626,10054,    0
107335,19800627,10065,    0
912135,19800628,10057,    0
107335,19800629,10035,    0
912135,19800630,10030,    0
107335,19800701,10056,    0
912135,19800702,10056,    0
